id,scope,slice,kind,old,new,declared_at,consumers,persisted,category,decision_ref,status,owner,notes
gestao-vite-literal-value-9dc110b4,gestao-vite,3,literal-value,Valores,,apps/gestao-vite/src/paginas/builder/condicoes.ts:69,9,unknown,,,candidate,,
gestao-vite-literal-value-423b2d98,gestao-vite,3,literal-value,Variável,,apps/gestao-vite/src/paginas/builder/condicoes.ts:26,15,unknown,,,candidate,,
gestao-vite-literal-value-60e4219e,gestao-vite,3,literal-value,Variável,,apps/gestao-vite/src/paginas/builder/conteudo.ts:47,15,unknown,,,candidate,,
gestao-vite-literal-value-a592ddba,gestao-vite,3,literal-value,vazio,,apps/gestao-vite/src/paginas/fluxo/conteudos/regras.ts:150,289,unknown,,,candidate,,
gestao-vite-literal-value-f26fc6ab,gestao-vite,3,literal-value,Verificação de atendentes disponíveis,,apps/gestao-vite/src/paginas/criar/fluxo/regras.ts:72,0,unknown,,,candidate,,
gestao-vite-literal-value-04da5798,gestao-vite,3,literal-value,Verificação do horário de atendimento,,apps/gestao-vite/src/paginas/criar/fluxo/regras.ts:69,0,unknown,,,candidate,,
gestao-vite-literal-value-55f020fa,gestao-vite,3,literal-value,versoes,,apps/gestao-vite/src/paginas/builder/painel-configuracao.tsx:41,32,unknown,,,candidate,,
gestao-vite-literal-value-f70e4fa5,gestao-vite,3,literal-value,Visualize e configure todas as informações relacionadas ao seu contrato.,,apps/gestao-vite/src/paginas/contrato/catalogo.ts:46,0,unknown,,,candidate,,
gestao-vite-literal-value-0b650155,gestao-vite,3,literal-value,Você não tem permissão para criar fluxos nesta conta.,,apps/gestao-vite/src/paginas/criar/fluxo/regras.ts:122,0,unknown,,,candidate,,
gestao-vite-literal-value-876f18f1,gestao-vite,3,literal-value,Você não tem permissão para criar roteadores nesta conta.,,apps/gestao-vite/src/paginas/criar/roteador/regras.ts:66,0,unknown,,,candidate,,
gestao-vite-literal-value-31b692e7,gestao-vite,3,literal-value,whatsapp_cloud,,apps/gestao-vite/src/lib/canal-do-fluxo.ts:14,80,unknown,,,candidate,,
gestao-vite-package-a616064b,gestao-vite,4,package,@pipe/gestao-vite,,apps/gestao-vite/package.json:1,0,no,,,candidate,,
gestao-vite-symbol-3f98caff,gestao-vite,3,symbol,AbaConfiguracoes,,apps/gestao-vite/src/paginas/fluxo/canais/whatsapp/configuracoes.tsx:15,3,no,,,candidate,,
gestao-vite-symbol-071c33fa,gestao-vite,3,symbol,AbaDeAcoesGlobais,,apps/gestao-vite/src/paginas/builder/painel-configuracao.tsx:96,2,no,,,candidate,,
gestao-vite-symbol-e1d72cac,gestao-vite,3,symbol,AbaDetalhamento,,apps/gestao-vite/src/paginas/operacao/relatorios-atendimento.tsx:44,5,no,,,candidate,,
gestao-vite-symbol-f4e6f2f0,gestao-vite,3,symbol,AbaDeVersoes,,apps/gestao-vite/src/paginas/builder/painel-configuracao.tsx:206,2,no,,,candidate,,
gestao-vite-symbol-9cd53e1a,gestao-vite,3,symbol,AbaDoCanal,,apps/gestao-vite/src/paginas/fluxo/canais/casca-do-canal.tsx:32,8,no,,,candidate,,
gestao-vite-symbol-0d96e97e,gestao-vite,3,symbol,ABAS_DETALHAMENTO,,apps/gestao-vite/src/paginas/operacao/relatorios-atendimento.tsx:39,3,no,,,candidate,,
gestao-vite-symbol-49298a81,gestao-vite,3,symbol,abasDaAnalise,,apps/gestao-vite/src/paginas/fluxo/analise/abas.ts:152,7,no,,,candidate,,
gestao-vite-symbol-b8d5b679,gestao-vite,3,symbol,AbasDeMembros,,apps/gestao-vite/src/paginas/contrato/membros/tabela.tsx:621,4,no,,,candidate,,
gestao-vite-symbol-ea98402c,gestao-vite,3,symbol,abrirBusca,,apps/gestao-vite/src/paginas/portal.tsx:317,6,no,,,candidate,,
gestao-vite-symbol-3bc1af99,gestao-vite,3,symbol,abrirCadastro,,apps/gestao-vite/src/componentes/cadastro-embutido-whatsapp.tsx:150,2,no,,,candidate,,
gestao-vite-symbol-3aa1e48d,gestao-vite,3,symbol,abrirCriacao,,apps/gestao-vite/src/paginas/fluxo/growth/mensagens-ativas/tela.tsx:53,2,no,,,candidate,,
gestao-vite-symbol-47a6c817,gestao-vite,3,symbol,abrirPainel,,apps/gestao-vite/src/paginas/operacao/monitoramento.tsx:276,3,no,,,candidate,,
gestao-vite-symbol-3d506b37,gestao-vite,3,symbol,acaoDeCriacao,,apps/gestao-vite/src/paginas/cadastros/regras-sla-formulario.tsx:35,2,no,,,candidate,,
gestao-vite-symbol-a8e71cd8,gestao-vite,3,symbol,acaoDeEdicao,,apps/gestao-vite/src/paginas/cadastros/regras-atendimento-formulario.tsx:106,4,no,,,candidate,,
